image_name,image_type
OECD_GROSS_DIRECT_INSURANCE_PREMIUMS_AUS_CHL_ISR_PRT_URY_000090.png,line
7699.png,h_bar
OECD_REAL_GDP_LONG-TERM_FORECAST_NOR_POL_000035.png,v_bar
two_col_1716.png,line
multi_col_100946.png,v_bar
77793907011056.png,h_bar
multi_col_100316.png,v_bar
7891.png,h_bar
2977.png,h_bar
OECD_DEATHS_FROM_CANCER_COL_CRI_SVN_000015.png,v_bar
10505.png,h_bar
OECD_TRIADIC_PATENT_FAMILIES_FIN_IND_ISL_TUR_TWN_000063.png,line
9103.png,h_bar
94.png,h_bar
2491.png,h_bar
9158.png,h_bar
multi_col_20110.png,v_bar
16718.png,line
OECD_ADULT_EDUCATION_LEVEL_CZE_NZL_000011.png,v_bar
847.png,h_bar
99686349003275.png,line
multi_col_20552.png,h_bar
multi_col_60453.png,v_bar
6312.png,h_bar
multi_col_405.png,v_bar
multi_col_995.png,v_bar
3715.png,pie
13941.png,pie
7442.png,line
08364098003738.png,line
92454868021424.png,line
86276368010166.png,line
OECD_SHORT-TERM_INTEREST_RATES_BEL_CZE_IRL_KOR_RUS_000026.png,v_bar
74100259001967.png,line
multi_col_1478.png,v_bar
8851.png,h_bar
14909.png,pie
20827112002803.png,line
14573.png,pie
25481403005418.png,h_bar
5967.png,h_bar
13497.png,pie
70184491017961.png,line
10595.png,h_bar
873.png,pie
multi_col_20485.png,v_bar
24837839005697.png,h_bar
11759.png,line
3175.png,pie
10161.png,h_bar
multi_col_938.png,v_bar
10219.png,h_bar
two_col_101170.png,v_bar
OECD_PUBLIC_UNEMPLOYMENT_SPENDING_KOR_TUR_000098.png,line
42306777011337.png,h_bar
multi_col_60285.png,h_bar
multi_col_1511.png,h_bar
two_col_22364.png,line
40414580016324.png,h_bar
7318.png,pie
6085.png,h_bar
5439.png,h_bar
12043.png,line
two_col_100854.png,v_bar
4207.png,h_bar
17309959021921.png,h_bar
6062.png,h_bar
85373521001641.png,h_bar
7488.png,h_bar
two_col_22308.png,pie
5973.png,h_bar
multi_col_20350.png,v_bar
10974.png,h_bar
multi_col_60377.png,line
two_col_21800.png,line
5281.png,h_bar
1696.png,line
15947.png,pie
multi_col_367.png,v_bar
10967.png,pie
19371621021871.png,line
two_col_60141.png,pie
two_col_20322.png,line
53831836003554.png,h_bar
two_col_60664.png,h_bar
06605156002432.png,h_bar
11625.png,line
10959624004326.png,h_bar
1273.png,h_bar
72161631006508.png,line
14310721006300.png,h_bar
10453.png,line
multi_col_60221.png,v_bar
12068.png,pie
6891.png,h_bar
11656751005000.png,line
two_col_24100.png,v_bar
28295350001469.png,h_bar
multi_col_60518.png,v_bar
two_col_82108.png,v_bar
10523.png,line
5063.png,h_bar
two_col_21498.png,pie
8774.png,h_bar
two_col_4223.png,pie
10799.png,h_bar
4083.png,h_bar
10509.png,h_bar
50392747010463.png,h_bar
03739415004997.png,h_bar
939.png,line
multi_col_20251.png,h_bar
15775224002939.png,line
10197.png,line
18211.png,pie
multi_col_1334.png,v_bar
47413894001985.png,line
15017697005003.png,h_bar
2559.png,h_bar
29331874004318.png,line
two_col_81937.png,line
12442699004228.png,h_bar
30689454000026.png,h_bar
14843149005580.png,h_bar
two_col_3507.png,v_bar
20913980021562.png,line
multi_col_20046.png,v_bar
multi_col_40580.png,v_bar
54723242000601.png,line
16361.png,pie
15015.png,pie
78151143005674.png,line
multi_col_1492.png,v_bar
2471.png,h_bar
39408949022043.png,h_bar
1086.png,h_bar
9425.png,h_bar
multi_col_1513.png,h_bar
multi_col_40204.png,v_bar
56488196003790.png,line
44838491004602.png,h_bar
11248.png,h_bar
two_col_42778.png,v_bar
multi_col_960.png,v_bar
1914.png,h_bar
65999070000142.png,h_bar
OECD_POPULATION_CZE_FIN_JPN_PRT_SVK_000157.png,line
7032.png,h_bar
multi_col_316.png,v_bar
619.png,h_bar
3920.png,h_bar
multi_col_20440.png,v_bar
04930672006502.png,h_bar
multi_col_1522.png,v_bar
4633.png,h_bar
OECD_LABOUR_PRODUCTIVITY_FORECAST_AUT_JPN_NOR_NZL_SVN_000076.png,line
8500.png,h_bar
83089653011489.png,h_bar
16523.png,pie
24568948010474.png,h_bar
20559489000721.png,h_bar
15943492005560.png,h_bar
multi_col_80918.png,v_bar
multi_col_1297.png,v_bar
two_col_22179.png,pie
8547.png,h_bar
96088636003197.png,h_bar
3861.png,h_bar
two_col_42250.png,pie
4393.png,h_bar
two_col_80552.png,pie
85656424003177.png,h_bar
2191.png,h_bar
21908513006395.png,line
20767452004312.png,line
OECD_FINANCIAL_DISINCENTIVE_TO_RETURN_TO_WORK_AUS_DNK_LUX_NOR_SVN_000002.png,v_bar
multi_col_20333.png,v_bar
04769019006554.png,line
6872.png,h_bar
8197.png,h_bar
78446181005186.png,line
10669853002985.png,h_bar
827.png,h_bar
9580.png,h_bar
8598.png,h_bar
1184.png,h_bar
4639.png,line
9847.png,h_bar
18189.png,line
6122.png,pie
11993.png,pie
30214927004321.png,line
two_col_42375.png,pie
27839604001933.png,h_bar
11415.png,line
multi_col_1390.png,v_bar
multi_col_1314.png,v_bar
83600580007593.png,line
12529.png,pie
multi_col_1425.png,v_bar
08852562005685.png,line
7888.png,h_bar
1709.png,h_bar
multi_col_60811.png,v_bar
multi_col_855.png,h_bar
1261.png,h_bar
multi_col_336.png,v_bar
two_col_103259.png,pie
two_col_42774.png,v_bar
multi_col_20360.png,v_bar
22413620001316.png,h_bar
two_col_101826.png,pie
9998.png,h_bar
multi_col_1018.png,v_bar
multi_col_823.png,v_bar
18027349005976.png,h_bar
6361.png,line
1631.png,h_bar
two_col_40380.png,pie
9177.png,h_bar
3966.png,line
4286.png,h_bar
1381.png,h_bar
14922.png,pie
1318.png,h_bar
77764176007657.png,h_bar
96190408006733.png,h_bar
17463.png,line
1270.png,h_bar
10476815004500.png,line
10075413003231.png,h_bar
1350.png,h_bar
9576.png,h_bar
10803.png,h_bar
two_col_82370.png,pie
95854862001684.png,line
45074912004360.png,h_bar
multi_col_60916.png,v_bar
689.png,h_bar
9280.png,h_bar
85839291000279.png,h_bar
27867178011897.png,h_bar
7493.png,h_bar
7628.png,line
6775.png,h_bar
87563418009479.png,h_bar
31345325000778.png,h_bar
multi_col_60946.png,v_bar
4299.png,line
4852.png,h_bar
multi_col_1346.png,v_bar
5860.png,h_bar
24427049001318.png,h_bar
74237929016500.png,h_bar
10308.png,h_bar
07419347008482.png,line
12244398018462.png,h_bar
64930712000708.png,h_bar
1446.png,h_bar
multi_col_20029.png,line
two_col_82565.png,line
18102.png,line
15239782005017.png,line
43373532010085.png,h_bar
29853611011457.png,h_bar
50253951001731.png,h_bar
632.png,h_bar
multi_col_272.png,h_bar
15856.png,line
93336229007592.png,h_bar
32695001001254.png,h_bar
78337933005631.png,line
multi_col_20301.png,v_bar
50565869004099.png,line
98429900002767.png,h_bar
two_col_3809.png,v_bar
94518590002176.png,h_bar
multi_col_297.png,v_bar
8746.png,h_bar
4087.png,h_bar
21131426006096.png,h_bar
14354115005935.png,h_bar
15831.png,line
12097783003457.png,line
multi_col_204.png,v_bar
5327.png,h_bar
08995001006669.png,line
14644586005092.png,h_bar
11428.png,line
50000906005823.png,line
2537.png,h_bar
72240162017426.png,h_bar
1383.png,h_bar
multi_col_60994.png,v_bar
multi_col_60971.png,h_bar
9432.png,h_bar
27427523000626.png,h_bar
two_col_23907.png,line
OECD_FDI_INCOME_PAYMENTS_BY_INDUSTRY_HUN_LTU_000042.png,line
OECD_AGRICULTURAL_LAND_CAN_ESP_KAZ_KOR_LUX_000017.png,v_bar
4331.png,h_bar
24585401004048.png,h_bar
multi_col_1411.png,v_bar
8744.png,h_bar
64690068017194.png,h_bar
4371.png,h_bar
16309028006002.png,h_bar
multi_col_20940.png,v_bar
multi_col_1348.png,v_bar
8557.png,h_bar
15979830001413.png,h_bar
6354.png,line
4353.png,h_bar
7285.png,pie
90326766001760.png,h_bar
14298.png,pie
multi_col_915.png,v_bar
11760.png,line
10095.png,line
multi_col_40871.png,v_bar
multi_col_60541.png,v_bar
61362455002696.png,h_bar
multi_col_291.png,v_bar
12044.png,line
OECD_TAX_ON_PAYROLL_AUS_CZE_ESP_FRA_JPN_000124.png,line
10853.png,h_bar
7944.png,h_bar
5061.png,h_bar
88534020018300.png,h_bar
5858.png,h_bar
7679.png,h_bar
18610915000925.png,h_bar
multi_col_60278.png,h_bar
multi_col_100017.png,v_bar
2490.png,h_bar
multi_col_175.png,v_bar
9305.png,h_bar
29035673000697.png,h_bar
multi_col_20326.png,line
multi_col_1188.png,v_bar
OECD_GROSS_PENSION_WEALTH_AUS_EST_HRV_LUX_000002.png,v_bar
4637.png,line
1216.png,h_bar
00916448003743.png,h_bar
multi_col_970.png,h_bar
5526.png,h_bar
4218.png,h_bar
5913.png,h_bar
15477.png,line
20822516005149.png,line
multi_col_1311.png,v_bar
2782.png,pie
16823767005326.png,h_bar
8694.png,pie
16909.png,pie
75043966002661.png,h_bar
multi_col_321.png,v_bar
multi_col_40258.png,v_bar
multi_col_1005.png,h_bar
7274.png,h_bar
48429261004482.png,h_bar
05968808020876.png,line
multi_col_60551.png,v_bar
9975.png,h_bar
4133.png,h_bar
2245.png,pie
multi_col_101221.png,v_bar
14304.png,pie
4349.png,h_bar
10096.png,h_bar
2063.png,pie
13976.png,pie
848.png,h_bar
34230073000097.png,h_bar
8400.png,h_bar
1210.png,h_bar
two_col_2536.png,h_bar
17254876003956.png,h_bar
two_col_5941.png,v_bar
multi_col_212.png,v_bar
multi_col_60563.png,h_bar
64867755014093.png,line
23326450007075.png,h_bar
10157.png,h_bar
multi_col_21102.png,v_bar
3887.png,line
9178.png,pie
12191.png,line
multi_col_373.png,v_bar
two_col_81125.png,pie
52159158000443.png,h_bar
multi_col_60848.png,v_bar
multi_col_40651.png,h_bar
87189810001857.png,line
multi_col_60041.png,v_bar
25404558012109.png,h_bar
multi_col_1304.png,v_bar
multi_col_20328.png,v_bar
13882.png,pie
multi_col_20030.png,v_bar
multi_col_1000.png,line
multi_col_1186.png,v_bar
2091.png,h_bar
39067786005185.png,h_bar
166.png,h_bar
03025603003748.png,h_bar
two_col_104525.png,pie
27304558014389.png,h_bar
12181.png,line
20665534012689.png,line
42902375003200.png,h_bar
12050.png,line
4439.png,line
multi_col_1368.png,v_bar
07419347008473.png,h_bar
multi_col_100758.png,v_bar
7724.png,h_bar
8711.png,h_bar
multi_col_60940.png,line
36077678002616.png,line
02277204000146.png,line
3898.png,h_bar
34384593003052.png,h_bar
two_col_1723.png,pie
64690068016287.png,line
26575193005474.png,h_bar
6390.png,line
8030.png,h_bar
17452326012795.png,line
multi_col_40922.png,v_bar
7895.png,h_bar
multi_col_101109.png,line
multi_col_788.png,v_bar
8314.png,h_bar
19403388013592.png,line
two_col_42998.png,h_bar
23725951002159.png,h_bar
multi_col_20447.png,v_bar
9172.png,h_bar
5417.png,h_bar
two_col_23982.png,line
72569599005125.png,line
95543699002420.png,line
7812.png,h_bar
75903579005297.png,line
two_col_898.png,v_bar
17063491001656.png,line
multi_col_1054.png,v_bar
two_col_117.png,h_bar
66892584000834.png,h_bar
8132.png,h_bar
two_col_123.png,h_bar
two_col_24375.png,pie
4511.png,h_bar
4370.png,h_bar
multi_col_1439.png,h_bar
86672159001758.png,h_bar
multi_col_20455.png,v_bar
4974.png,line
04660154025330.png,h_bar
two_col_3853.png,pie
10733.png,h_bar
94483094006737.png,h_bar
62946309004899.png,line
12227.png,pie
36217687004329.png,h_bar
two_col_101342.png,pie
771.png,h_bar
04741624000783.png,h_bar
3236.png,h_bar
multi_col_20008.png,line
4839.png,h_bar
09847806002036.png,h_bar
71549950001483.png,h_bar
4927.png,line
multi_col_372.png,v_bar
2909.png,h_bar
multi_col_20065.png,v_bar
74596034005169.png,line
29435929004387.png,line
52800510008771.png,h_bar
16988.png,line
two_col_62165.png,h_bar
two_col_23298.png,h_bar
14424.png,pie
two_col_83220.png,v_bar
11627839005738.png,line
multi_col_610.png,v_bar
10227.png,h_bar
87453827004882.png,line
15391.png,line
6216.png,h_bar
839.png,h_bar
11691.png,pie
5999.png,line
01503134001823.png,line
4562.png,h_bar
two_col_5618.png,v_bar
93881867013921.png,h_bar
6295.png,h_bar
6587.png,h_bar
multi_col_900.png,v_bar
76053860006481.png,line
two_col_83354.png,h_bar
16291.png,line
two_col_80237.png,pie
9157.png,line
multi_col_60981.png,h_bar
13629.png,pie
8713.png,pie
two_col_82496.png,line
10208.png,h_bar
7705.png,h_bar
735.png,h_bar
multi_col_286.png,h_bar
6754.png,h_bar
10898.png,h_bar
multi_col_100357.png,v_bar
multi_col_1116.png,v_bar
02534409005100.png,h_bar
two_col_44004.png,pie
29008706007383.png,line
1206.png,h_bar
859.png,h_bar
30699546002290.png,h_bar
14118.png,pie
10131.png,h_bar
10376.png,pie
05144824002272.png,h_bar
5983.png,h_bar
01503134001790.png,h_bar
multi_col_1226.png,v_bar
17490.png,line
8846.png,h_bar
5890.png,h_bar
two_col_83211.png,h_bar
multi_col_60102.png,v_bar
01749121006280.png,h_bar
multi_col_20399.png,v_bar
47203618002668.png,h_bar
10468.png,line
1301.png,h_bar
multi_col_20478.png,h_bar
33146387017214.png,h_bar
10742.png,h_bar
1358.png,h_bar
multi_col_290.png,line
00989191017734.png,line
two_col_4925.png,line
3730.png,pie
1131.png,pie
933.png,h_bar
two_col_21915.png,pie
two_col_61065.png,pie
2883.png,pie
74717535006155.png,h_bar
multi_col_20345.png,v_bar
4929.png,h_bar
65293958009683.png,h_bar
multi_col_100992.png,v_bar
multi_col_100304.png,h_bar
multi_col_80151.png,v_bar
1317.png,h_bar
75853893005288.png,h_bar
3590.png,h_bar
two_col_104308.png,pie
7873.png,line
39199516000329.png,h_bar
3959.png,h_bar
24259131001104.png,h_bar
multi_col_40844.png,h_bar
multi_col_1412.png,v_bar
00349887008643.png,h_bar
53652196019796.png,line
8527.png,h_bar
6241.png,h_bar
2562.png,pie
two_col_100509.png,v_bar
78151143005492.png,h_bar
46150970005182.png,line
two_col_100223.png,v_bar
37026902001151.png,h_bar
5675.png,h_bar
12604.png,pie
12460.png,pie
multi_col_60926.png,v_bar
04482797005172.png,line
multi_col_1164.png,v_bar
multi_col_40202.png,h_bar
8302.png,h_bar
7023.png,pie
20792199003781.png,h_bar
4643.png,h_bar
multi_col_20422.png,v_bar
11233.png,pie
19104713013152.png,line
19626.png,pie
14915.png,pie
17253.png,line
5822.png,pie
two_col_5866.png,h_bar
OECD_VIOLENCE_AGAINST_WOMEN_JAM_ZWE_000001.png,v_bar
multi_col_1387.png,v_bar
89478508005405.png,h_bar
4522.png,h_bar
two_col_22481.png,pie
multi_col_60004.png,line
13738.png,pie
6119.png,h_bar
4911.png,h_bar
8165.png,h_bar
7806.png,h_bar
21751717000060.png,line
two_col_40602.png,pie
10715.png,pie
6512.png,pie
7881.png,pie
12442699004165.png,line
35717037004673.png,h_bar
two_col_102995.png,pie
17063491001655.png,h_bar
29853611011529.png,line
50875547003833.png,line
4423.png,h_bar
4913.png,h_bar
multi_col_20252.png,v_bar
5964.png,h_bar
multi_col_20247.png,v_bar
02348983021411.png,h_bar
multi_col_60631.png,v_bar
10199.png,h_bar
two_col_63.png,v_bar
9796.png,pie
multi_col_40743.png,v_bar
multi_col_40725.png,v_bar
two_col_3099.png,pie
4060.png,line
01200566001630.png,h_bar
14124.png,pie
OECD_BROAD_MONEY_(M3)_CHN_CRI_DNK_TUR_ZAF_000026.png,v_bar
19570672007649.png,line
multi_col_1437.png,v_bar
multi_col_101070.png,v_bar
10798.png,line
40490340004922.png,h_bar
1125.png,h_bar
42439452012257.png,h_bar
multi_col_20039.png,v_bar
50959481003520.png,line
10209.png,pie
multi_col_604.png,v_bar
multi_col_20539.png,h_bar
39086629002112.png,line
7478.png,pie
4924.png,pie
09384260005693.png,h_bar
64197743003167.png,h_bar
11708.png,pie
6529.png,line
7700.png,h_bar
multi_col_1428.png,h_bar
11875.png,pie
10441.png,pie
1725.png,h_bar
9805.png,line
two_col_60276.png,pie
895.png,h_bar
6590.png,pie
4850.png,h_bar
11364.png,pie
05836356005417.png,h_bar
3732.png,h_bar
multi_col_20414.png,v_bar
3655.png,h_bar
multi_col_10.png,v_bar
10600.png,pie
9324.png,h_bar
6138.png,h_bar
3770.png,h_bar
two_col_103575.png,pie
5802.png,h_bar
10240.png,line
1263.png,h_bar
multi_col_60562.png,v_bar
4495.png,h_bar
2595.png,h_bar
multi_col_60132.png,h_bar
51323122000764.png,h_bar
multi_col_150.png,v_bar
646.png,h_bar
two_col_62141.png,v_bar
96134789000993.png,h_bar
7018.png,line
13957249000673.png,h_bar
14452.png,pie
44809044006439.png,h_bar
multi_col_80194.png,v_bar
86672688001745.png,line
08825558022322.png,h_bar
multi_col_1407.png,v_bar
12963.png,pie
3960.png,h_bar
20472596010311.png,line
12626.png,pie
multi_col_20264.png,h_bar
38172658000065.png,h_bar
8541.png,h_bar
13689839003009.png,h_bar
multi_col_20451.png,v_bar
09605702002488.png,h_bar
19773854001601.png,h_bar
multi_col_40407.png,v_bar
9345.png,h_bar
28343736004687.png,h_bar
multi_col_1232.png,v_bar
52383186004636.png,h_bar
5593.png,pie
55887120010592.png,line
multi_col_1383.png,v_bar
73052384002021.png,line
5976.png,h_bar
4056.png,line
4549.png,line
70002510001957.png,line
two_col_60328.png,pie
6114.png,h_bar
multi_col_20338.png,v_bar
8590.png,line
19416987007869.png,h_bar
11135.png,pie
6233.png,h_bar
multi_col_101113.png,v_bar
95901028005117.png,line
97400435006067.png,h_bar
58415953006392.png,line
9659.png,h_bar
75123496007329.png,line
3097.png,h_bar
127.png,line
03650941000776.png,h_bar
multi_col_1389.png,v_bar
multi_col_60422.png,v_bar
10894.png,h_bar
3258.png,h_bar
9592.png,h_bar
1694.png,h_bar
6056.png,h_bar
14433.png,pie
24815593001978.png,h_bar
22413620001289.png,line
8566.png,h_bar
two_col_1365.png,pie
4648.png,h_bar
30774726003553.png,h_bar
multi_col_315.png,line
multi_col_80630.png,v_bar
13327.png,line
14198.png,line
98173121004315.png,h_bar
9951.png,h_bar
82075574004421.png,line
multi_col_20528.png,h_bar
29008706007362.png,h_bar
multi_col_103.png,v_bar
multi_col_80249.png,h_bar
2522.png,h_bar
29016296007214.png,h_bar
74067221020260.png,line
86984597006015.png,line
multi_col_20032.png,v_bar
10211.png,h_bar
41436572009331.png,line
multi_col_101240.png,v_bar
9599.png,h_bar
multi_col_40929.png,h_bar
OECD_EXPORTS_BY_BUSINESS_SIZE_HUN_IRL_LUX_000009.png,v_bar
7542.png,line
4444.png,h_bar
10214.png,h_bar
multi_col_20007.png,v_bar
two_col_5485.png,line
two_col_42594.png,line
5904.png,h_bar
4258.png,line
two_col_101095.png,h_bar
multi_col_1266.png,line
13486.png,pie
9652.png,h_bar
50959481003518.png,h_bar
94518590002246.png,line
8995.png,h_bar
multi_col_40786.png,v_bar
1118.png,h_bar
multi_col_1246.png,v_bar
5436.png,h_bar
two_col_41814.png,pie
6874.png,h_bar
1915.png,h_bar
multi_col_60745.png,v_bar
08983792000230.png,line
7897.png,h_bar
38384570001899.png,h_bar
4931.png,line
multi_col_993.png,v_bar
2167.png,pie
two_col_83441.png,v_bar
4360.png,pie
two_col_100718.png,h_bar
multi_col_20452.png,v_bar
8935.png,pie
multi_col_20389.png,v_bar
17958890000663.png,h_bar
13576.png,line
two_col_101140.png,h_bar
92809156000454.png,line
OECD_FOREIGN-BORN_PARTICIPATION_RATES_CAN_ISR_PRT_000008.png,v_bar
1880.png,line
10139.png,h_bar
5734.png,line
multi_col_953.png,v_bar
multi_col_60647.png,v_bar
multi_col_1229.png,v_bar
two_col_104092.png,pie
two_col_104731.png,line
OECD_SOCIAL_SPENDING_ISR_NZL_000089.png,line
10745.png,h_bar
two_col_5836.png,line
8034.png,h_bar
11437.png,line
OECD_CURRENT_ACCOUNT_BALANCE_FORECAST_BEL_DEU_DNK_NOR_USA_000049.png,line
10249312004999.png,h_bar
1912.png,h_bar
4198.png,line
4438.png,line
20767452004304.png,h_bar
1127.png,h_bar
multi_col_101016.png,v_bar
multi_col_60705.png,h_bar
290.png,pie
1830.png,h_bar
multi_col_803.png,v_bar
7893.png,h_bar
75118786021156.png,line
07339205003459.png,h_bar
13000.png,pie
7701.png,h_bar
20337.png,pie
5673.png,h_bar
multi_col_20550.png,v_bar
multi_col_1402.png,v_bar
multi_col_1020.png,v_bar
OECD_TAX_REVENUE_GBR_NLD_000037.png,v_bar
04769019006609.png,h_bar
12217.png,line
50078492009400.png,h_bar
multi_col_40903.png,v_bar
8597.png,h_bar
multi_col_20359.png,v_bar
41586287014477.png,line
OECD_NATIVE-BORN_EMPLOYMENT_SVN_TUR_000043.png,line
42109628003952.png,h_bar
3935.png,h_bar
05257096003209.png,h_bar
16883.png,line
multi_col_691.png,v_bar
08688106002893.png,line
17957.png,line
10248.png,pie
1202.png,h_bar
74355326003181.png,line
6097.png,h_bar
5113.png,line
12687.png,pie
4938.png,pie
multi_col_60012.png,v_bar
05836356005390.png,line
two_col_24192.png,v_bar
07712434000343.png,h_bar
two_col_24236.png,v_bar
30922516017795.png,h_bar
two_col_21010.png,pie
1336.png,h_bar
two_col_21625.png,line
14469.png,pie
7704.png,h_bar
13188.png,pie
10973.png,line
96864357005526.png,h_bar
97187864005460.png,h_bar
OECD_GOVERNMENT_PRODUCTION_COSTS_EST_FRA_LTU_LVA_POL_000018.png,line
6167.png,pie
00268016000783.png,h_bar
50283947021338.png,h_bar
32354579000805.png,line
multi_col_100237.png,v_bar
multi_col_779.png,v_bar
36773128002975.png,h_bar
two_col_21033.png,pie
30834556007402.png,h_bar
multi_col_80251.png,v_bar
9801.png,h_bar
multi_col_20195.png,v_bar
multi_col_40524.png,v_bar
multi_col_20001.png,v_bar
41201130000166.png,h_bar
4714.png,h_bar
multi_col_20522.png,v_bar
two_col_60750.png,pie
multi_col_20287.png,v_bar
04482797005227.png,h_bar
6218.png,pie
47912829006683.png,h_bar
72228523000609.png,line
51365289000754.png,line
15866.png,line
multi_col_40334.png,v_bar
87700282000599.png,h_bar
two_col_42777.png,h_bar
12127.png,pie
10834.png,h_bar
10286.png,h_bar
46398321002034.png,line
936.png,h_bar
94355640009982.png,h_bar
74.png,pie
17709390004224.png,h_bar
OECD_RENEWABLE_ENERGY_CAN_COG_EGY_ETH_POL_000043.png,line
multi_col_40845.png,v_bar
8125.png,h_bar
12500.png,line
11238.png,pie
2524.png,pie
91892548007153.png,h_bar
multi_col_1308.png,v_bar
03417692002778.png,line
two_col_225.png,v_bar
two_col_104870.png,pie
4092.png,h_bar
12320.png,line
2193.png,h_bar
36148441017778.png,h_bar
two_col_60182.png,pie
22081073006998.png,line
2185.png,h_bar
24585401004086.png,line
10533.png,h_bar
two_col_24140.png,line
multi_col_41.png,v_bar
15830.png,line
09384260005663.png,line
3461.png,h_bar
2519.png,h_bar
4681.png,h_bar
2520.png,h_bar
20279636023514.png,line
5234.png,h_bar
4213.png,h_bar
multi_col_100255.png,v_bar
10832.png,h_bar
OECD_SELF-EMPLOYMENT_BY_ACTIVITY_CAN_DNK_POL_000033.png,line
34.png,line
14518.png,line
9620.png,h_bar
11711749024597.png,line
multi_col_1064.png,v_bar
8258.png,h_bar
12194.png,pie
two_col_83518.png,v_bar
40959280006270.png,line
multi_col_20210.png,v_bar
59955425009335.png,line
8391.png,h_bar
6020.png,h_bar
8031.png,h_bar
multi_col_1058.png,v_bar
7250.png,h_bar
multi_col_20214.png,v_bar
two_col_5913.png,h_bar
OECD_INFRASTRUCTURE_INVESTMENT_AUS_KOR_000006.png,v_bar
9181.png,h_bar
81034556002795.png,h_bar
81814640000095.png,h_bar
16122.png,pie
14726.png,pie
11616.png,line
4105.png,h_bar
two_col_100411.png,v_bar
35427442000940.png,line
8449.png,h_bar
multi_col_100362.png,v_bar
2676.png,h_bar
02267499005481.png,line
54920600008818.png,line
819.png,pie
8543.png,line
10578.png,h_bar
"OECD_BENEFITS_IN_UNEMPLOYMENT,_SHARE_OF_PREVIOUS_INCOME_BGR_IRL_ISR_LUX_MLT_000003.png",v_bar
two_col_4148.png,line
5946.png,h_bar
multi_col_32.png,line
7972.png,h_bar
15472.png,pie
multi_col_101027.png,v_bar
8393.png,h_bar
16263.png,line
3886.png,line
8279.png,line
multi_col_908.png,v_bar
12511766009780.png,h_bar
two_col_23397.png,pie
9120.png,h_bar
00326327000592.png,line
50801995006084.png,h_bar
multi_col_1377.png,h_bar
14980.png,pie
6765.png,line
35550254000436.png,line
44380606002485.png,line
multi_col_40633.png,v_bar
1179.png,h_bar
multi_col_852.png,v_bar
16690723024387.png,h_bar
71146299004467.png,line
15829.png,line
9790.png,pie
7868.png,pie
8533.png,h_bar
two_col_100688.png,v_bar
multi_col_100785.png,v_bar
08852562005655.png,h_bar
multi_col_101067.png,v_bar
2950.png,h_bar
71915821000420.png,line
two_col_60392.png,pie
6881.png,line
65269301017204.png,line
3524.png,h_bar
16723.png,line
multi_col_1388.png,h_bar
11234.png,h_bar
46913441006782.png,line
two_col_101214.png,line
multi_col_60793.png,v_bar
5332.png,pie
11470406001581.png,h_bar
multi_col_24.png,h_bar
two_col_101579.png,pie
58486764007015.png,h_bar
two_col_80856.png,pie
8938.png,line
5235.png,h_bar
41030159004136.png,h_bar
29035673000700.png,line
3963.png,h_bar
4390.png,h_bar
two_col_2120.png,h_bar
multi_col_20171.png,line
multi_col_101008.png,v_bar
two_col_103366.png,pie
12793.png,pie
06579925003333.png,h_bar
9281.png,h_bar
4045.png,h_bar
5112.png,pie
multi_col_20569.png,v_bar
10127.png,h_bar
12063.png,line
3729.png,h_bar
4294.png,h_bar
two_col_4872.png,pie
91568440017243.png,h_bar
35432405007230.png,h_bar
1354.png,h_bar
multi_col_20617.png,v_bar
8832.png,pie
multi_col_203.png,v_bar
two_col_104148.png,pie
3408.png,h_bar
5686.png,line
1197.png,h_bar
74071995008059.png,h_bar
1298.png,h_bar
multi_col_100488.png,v_bar
multi_col_100960.png,v_bar
13758.png,pie
96980063004330.png,h_bar
multi_col_60035.png,v_bar
9809.png,h_bar
1625.png,h_bar
20822516005121.png,h_bar
8422.png,h_bar
multi_col_20162.png,v_bar
6149.png,line
7598.png,h_bar
16287.png,line
13300.png,pie
6261.png,h_bar
7963.png,line
78417914002301.png,h_bar
13063.png,pie
11366360004320.png,h_bar
two_col_42904.png,h_bar
94253381006515.png,h_bar
99269216000482.png,line
9595.png,line
12582.png,pie
20792199003381.png,line
146.png,h_bar
28996933007140.png,h_bar
multi_col_20385.png,v_bar
5210.png,h_bar
two_col_103223.png,pie
5510.png,h_bar
4373.png,h_bar
71715124005106.png,h_bar
75006748002152.png,h_bar
10912.png,line
77342851005157.png,line
two_col_158.png,h_bar
56783352006090.png,line
multi_col_936.png,v_bar
289.png,h_bar
6298.png,h_bar
8216.png,pie
16754.png,pie
13786.png,pie
00881004009933.png,line
11755.png,line
multi_col_1471.png,v_bar
multi_col_133.png,v_bar
43499794000548.png,h_bar
4652.png,line
multi_col_40930.png,v_bar
12288811007535.png,h_bar
two_col_66.png,h_bar
83565479005471.png,line
1419.png,h_bar
3610.png,h_bar
4179.png,h_bar
1361.png,h_bar
11744.png,pie
multi_col_100760.png,v_bar
03250329017073.png,h_bar
two_col_22205.png,pie
two_col_62997.png,line
7846.png,line
multi_col_20806.png,v_bar
2591.png,h_bar
two_col_102054.png,line
26032081002854.png,h_bar
multi_col_20505.png,v_bar
4612.png,line
5190.png,h_bar
7332.png,line
841.png,pie
53615198003108.png,h_bar
9568.png,h_bar
two_col_100993.png,h_bar
2246.png,pie
11366360004326.png,line
multi_col_20228.png,v_bar
multi_col_20191.png,h_bar
1379.png,h_bar
multi_col_1010.png,v_bar
